vehicle_id,vehicle_type,make,model,model_year,colour,date_stolen,region,region_population,region_density_km2,make_type
672,Moped,Moped,ORION SCOOTER,2009.0,Yellow,2022-01-10,Wellington,"543,500",67.52,Standard
3163,Saloon,Holden,VT COMMODORE,2000.0,Black,2022-01-10,Wellington,"543,500",67.52,Standard
1738,Stationwagon,Mazda,DEMIO,1999.0,Gold,2022-01-10,Canterbury,"655,000",14.72,Standard
2767,Light Van,Toyota,HIACE,2009.0,White,2022-01-10,Canterbury,"655,000",14.72,Standard
4063,Trailer,Trailer,CLOSED IN,2010.0,White,2022-01-10,Auckland,"1,695,200",343.09,Standard
3140,Saloon,Toyota,MARKX,2005.0,Black,2022-01-10,Hawke's Bay,"182,700",12.92,Standard
2627,Utility,Ssangyong,ACTYON SPORT,2013.0,Red,2022-01-11,Manawatū-Whanganui,"258,200",11.62,Standard
4534,,Suzuki,JIMNY,2007.0,Black,2022-01-11,Otago,"246,000",7.89,Standard
2443,Utility,Mitsubishi,TRITON,2012.0,Silver,2022-01-11,Otago,"246,000",7.89,Standard
759,Utility,Nissan,NAVARA,1998.0,White,2022-01-11,Auckland,"1,695,200",343.09,Standard
4291,Stationwagon,Nissan,TERRANO,1993.0,Red,2022-01-11,Northland,"201,500",16.11,Standard
4317,Other Truck,Toyota,HILUX,1998.0,White,2022-01-11,Gisborne,"52,100",6.21,Standard
4182,Heavy Van,Ford,TRANSIT 190 DIESE,1995.0,White,2022-01-11,Waikato,"513,800",21.5,Standard
1366,Stationwagon,Subaru,LEGACY,1997.0,Green,2022-01-11,Waikato,"513,800",21.5,Standard
645,Roadbike,Yamaha,YZF-R6W,2008.0,Blue,2022-01-11,Auckland,"1,695,200",343.09,Standard
1799,Stationwagon,Toyota,HILUX,1998.0,Red,2022-01-11,Auckland,"1,695,200",343.09,Standard
437,Trailer,Trailer,LOCAL,1967.0,Red,2022-01-11,Waikato,"513,800",21.5,Standard
4088,Hatchback,Toyota,AQUA,2013.0,White,2022-01-11,Auckland,"1,695,200",343.09,Standard
3182,Light Van,Toyota,HIACE,2010.0,White,2022-01-11,Auckland,"1,695,200",343.09,Standard
674,Moped,Yamaha,CV50,2011.0,Blue,2022-01-11,Wellington,"543,500",67.52,Standard
3760,Stationwagon,Mazda,PREMACY,2011.0,Silver,2022-01-11,Wellington,"543,500",67.52,Standard
680,Trailer,Trailer,OLEARY 8 X 5,2002.0,Green,2022-01-11,Gisborne,"52,100",6.21,Standard
4479,Light Van,Honda,ODYSSEY,2000.0,Red,2022-01-11,Manawatū-Whanganui,"258,200",11.62,Standard
4489,Sports Car,BMW,328CI,2000.0,Brown,2022-01-11,Manawatū-Whanganui,"258,200",11.62,Luxury
1821,Trailer - Heavy,Trailer,CAR TRANSPORTER,2005.0,Orange,2022-01-11,Gisborne,"52,100",6.21,Standard
4494,Light Van,Mitsubishi,L300,2000.0,White,2022-01-11,Canterbury,"655,000",14.72,Standard
1822,Trailer - Heavy,Trailer,CAR TRANSPORTER,2005.0,Orange,2022-01-11,Gisborne,"52,100",6.21,Standard
4202,Boat Trailer,Trailer,E4100SA,2012.0,Silver,2022-01-11,Taranaki,"127,300",17.55,Standard
3647,Saloon,Mazda,FAMILIA,1991.0,White,2022-01-11,Otago,"246,000",7.89,Standard
3058,Utility,Nissan,NAVARA,2016.0,Grey,2022-01-11,Auckland,"1,695,200",343.09,Standard
1780,Stationwagon,Mitsubishi,OUTLANDER,2007.0,Grey,2022-01-12,Auckland,"1,695,200",343.09,Standard
3189,Saloon,Subaru,LEGACY,2009.0,Silver,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
2725,Hatchback,Mazda,AXELA,2005.0,Blue,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
2917,Saloon,Toyota,CAMRY,2005.0,Silver,2022-01-12,Waikato,"513,800",21.5,Standard
4174,Utility,Nissan,NAVARA,1995.0,Green,2022-01-12,Auckland,"1,695,200",343.09,Standard
3402,Stationwagon,Ford,TERRITORY,2005.0,Black,2022-01-12,Canterbury,"655,000",14.72,Standard
1016,Moped,Kymco,AGILITY,2019.0,Red,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
785,Utility,Mazda,BOUNTY,2002.0,Red,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
4184,Hatchback,Toyota,COROLLA 1.3P XL HBAC,1995.0,White,2022-01-12,Wellington,"543,500",67.52,Standard
381,Trailer,Homebuilt,DOMESTIC TRAILER,1998.0,Grey,2022-01-12,Auckland,"1,695,200",343.09,Standard
2157,Cab and Chassis Only,Nissan,NAVARA,2010.0,Silver,2022-01-12,Auckland,"1,695,200",343.09,Standard
1771,Saloon,Honda,ACCORD,2007.0,Blue,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
1318,Moped,Vmoto,MOPED,2008.0,Black,2022-01-12,Auckland,"1,695,200",343.09,Standard
835,Roadbike,Harley Davidson,VRSCDX,2014.0,Red,2022-01-12,Bay of Plenty,"347,700",28.8,Standard
1669,Hatchback,Mazda,MAZDA6,2006.0,Silver,2022-01-12,Manawatū-Whanganui,"258,200",11.62,Standard
961,Moped,Yamaha,JOG,2009.0,Black,2022-01-12,Taranaki,"127,300",17.55,Standard
4402,Light Van,Nissan,CARAVAN,1993.0,White,2022-01-12,Wellington,"543,500",67.52,Standard
3869,Stationwagon,Jeep,WRANGLER,2015.0,White,2022-01-12,Auckland,"1,695,200",343.09,Standard
2788,Utility,Holden,COLORADO,2015.0,Black,2022-01-12,Southland,"102,400",3.28,Standard
1108,Saloon,Ford,FALCON,2003.0,Silver,2022-01-12,Northland,"201,500",16.11,Standard
2252,Saloon,Honda,ACCORD,1995.0,Blue,2022-01-12,Otago,"246,000",7.89,Standard
3162,Utility,Nissan,NAVARA,2004.0,Silver,2022-01-12,Nelson,"54,500",129.15,Standard
2150,Utility,Mazda,BOUNTY,2006.0,White,2022-01-13,Waikato,"513,800",21.5,Standard
3347,Stationwagon,Toyota,VOXY,2007.0,Black,2022-01-13,Auckland,"1,695,200",343.09,Standard
4160,Trailer,Trailer,ELITE 7X4,2012.0,Silver,2022-01-13,Canterbury,"655,000",14.72,Standard
2070,Trailer,Trailer,HOMEBUILT,2005.0,Black,2022-01-13,Wellington,"543,500",67.52,Standard
4328,Utility,Ford,COURIER,1999.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
2362,Utility,Ford,COURIER,2004.0,Grey,2022-01-13,Waikato,"513,800",21.5,Standard
2534,Stationwagon,Mazda,FAMILIA,1999.0,Silver,2022-01-13,Taranaki,"127,300",17.55,Standard
2314,Hatchback,Mazda,FAMILIA,2002.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
2207,Stationwagon,Toyota,ESTIMA,2000.0,Grey,2022-01-13,Wellington,"543,500",67.52,Standard
3664,Stationwagon,Nissan,X-TRAIL,2006.0,Black,2022-01-13,Bay of Plenty,"347,700",28.8,Standard
3451,Saloon,Nissan,BLUEBIRD,2005.0,Black,2022-01-13,Canterbury,"655,000",14.72,Standard
3149,Light Van,Nissan,CARAVAN,2011.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
2510,Hatchback,Mazda,626,2001.0,Green,2022-01-13,Auckland,"1,695,200",343.09,Standard
3980,Hatchback,Toyota,PRIUS,2007.0,Blue,2022-01-13,Bay of Plenty,"347,700",28.8,Standard
4187,Heavy Van,Mitsubishi,L300,1995.0,White,2022-01-13,Auckland,"1,695,200",343.09,Standard
4005,Trailer,Trailer,DOMESTIC,2009.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
3546,Saloon,Nissan,BLUEBIRD,2006.0,White,2022-01-13,Waikato,"513,800",21.5,Standard
3267,Hatchback,Volkswagen,GOLF,2010.0,Black,2022-01-13,Auckland,"1,695,200",343.09,Standard
4538,,Honda,CRF 100F,2019.0,Yellow,2022-01-13,Otago,"246,000",7.89,Standard
96,Trailer,Custombuilt,TANDEM,1985.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
1146,Stationwagon,Isuzu,BIGHORN,1990.0,White,2022-01-13,Nelson,"54,500",129.15,Standard
164,Trailer,Trailer,TRAYLA,2015.0,Silver,2022-01-13,Wellington,"543,500",67.52,Standard
1405,Stationwagon,Ford,FALCON,2004.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
859,Roadbike,Harley Davidson,DYNA,2017.0,Black,2022-01-13,Bay of Plenty,"347,700",28.8,Standard
388,Roadbike,Harley Davidson,XL,2006.0,Black,2022-01-13,Auckland,"1,695,200",343.09,Standard
243,Trailer,Trailer,DOMESTIC TRAILER,2001.0,Silver,2022-01-13,Manawatū-Whanganui,"258,200",11.62,Standard
324,Trailer,Trailer,FUTURA,2020.0,Grey,2022-01-13,Auckland,"1,695,200",343.09,Standard
946,Roadbike,BMW,G310,2018.0,Black,2022-01-13,Auckland,"1,695,200",343.09,Luxury
383,Boat Trailer,Trailer,BOAT,2020.0,Silver,2022-01-13,Auckland,"1,695,200",343.09,Standard
1232,Roadbike,KTM,200,2021.0,White,2022-01-13,Auckland,"1,695,200",343.09,Standard
522,Caravan,Liteweight,CHEVRON 1500,1975.0,White,2022-01-13,Auckland,"1,695,200",343.09,Standard
703,Moped,Honda,DJ1,1988.0,White,2022-01-13,Auckland,"1,695,200",343.09,Standard
3275,Hatchback,Volkswagen,GOLF,2008.0,Black,2022-01-14,Auckland,"1,695,200",343.09,Standard
2088,Saloon,Holden,COMMODORE,2009.0,Blue,2022-01-14,Gisborne,"52,100",6.21,Standard
2724,Saloon,Audi,A4,1998.0,Silver,2022-01-14,Auckland,"1,695,200",343.09,Standard
2966,Saloon,Ford,FALCON,2007.0,Black,2022-01-14,Otago,"246,000",7.89,Standard
2587,Trailer - Heavy,Atlas,XAS136,2006.0,Yellow,2022-01-14,Bay of Plenty,"347,700",28.8,Standard
1565,Hatchback,Toyota,WILL,2001.0,Silver,2022-01-14,Auckland,"1,695,200",343.09,Standard
2270,Utility,Ford,COURIER,2005.0,Black,2022-01-14,Auckland,"1,695,200",343.09,Standard
4345,Saloon,Mitsubishi,DIAMANTE,1999.0,Gold,2022-01-14,Bay of Plenty,"347,700",28.8,Standard
80,Trailer,Trailer,ELITE 8X5,2015.0,Silver,2022-01-14,Canterbury,"655,000",14.72,Standard
413,Trailer,Homebuilt,TRAILER,2017.0,Black,2022-01-14,Bay of Plenty,"347,700",28.8,Standard
742,Stationwagon,Toyota,EMINA,1994.0,Green,2022-01-14,Gisborne,"52,100",6.21,Standard
73,Trailer,Trailer,ELITE 7X4,2014.0,Silver,2022-01-14,Canterbury,"655,000",14.72,Standard
4399,Utility,Toyota,HILUX,1999.0,Green,2022-01-14,Nelson,"54,500",129.15,Standard
4497,Utility,Holden,RODEO 4X2,2000.0,Green,2022-01-14,Northland,"201,500",16.11,Standard
815,Utility,Ford,COURIER,2002.0,White,2022-01-14,Canterbury,"655,000",14.72,Standard
1013,Roadbike,Benelli,BN251,2018.0,Red,2022-01-14,Auckland,"1,695,200",343.09,Standard
3703,Saloon,Honda,ACCORD,2008.0,Black,2022-01-14,Auckland,"1,695,200",343.09,Standard
1053,Utility,Toyota,HILUX,2003.0,Gold,2022-01-14,Bay of Plenty,"347,700",28.8,Standard
394,Roadbike,Suzuki,UZ,2007.0,Blue,2022-01-14,Auckland,"1,695,200",343.09,Standard
4531,,Honda,TTR125,2009.0,Blue,2022-01-14,Bay of Plenty,"347,700",28.8,Standard
1383,Hatchback,Nissan,PULSAR,1997.0,White,2022-01-14,Auckland,"1,695,200",343.09,Standard
1236,Trailer,Trailer,HOMEBUILT,2004.0,Green,2022-01-14,Wellington,"543,500",67.52,Standard
2505,Hatchback,Suzuki,SWIFT,2005.0,Silver,2022-01-14,Manawatū-Whanganui,"258,200",11.62,Standard
271,Trailer,Briford,TRAILER,2016.0,Silver,2022-01-14,Canterbury,"655,000",14.72,Standard
3448,Stationwagon,Subaru,FORESTER,2006.0,Silver,2022-01-14,Auckland,"1,695,200",343.09,Standard
3680,Hatchback,Toyota,AQUA,2014.0,White,2022-01-14,Auckland,"1,695,200",343.09,Standard
3486,Stationwagon,Subaru,IMPREZA,1996.0,Red,2022-01-14,Taranaki,"127,300",17.55,Standard
3274,Hatchback,Toyota,VITZ,2006.0,Blue,2022-01-14,Auckland,"1,695,200",343.09,Standard
3566,Stationwagon,Holden,VIVA,2006.0,Black,2022-01-14,Manawatū-Whanganui,"258,200",11.62,Standard
4156,Trailer,Trailer,TRAYLA,2012.0,Silver,2022-01-14,Manawatū-Whanganui,"258,200",11.62,Standard
2707,Hatchback,BMW,120I,2005.0,Grey,2022-01-15,Hawke's Bay,"182,700",12.92,Luxury
2907,Hatchback,Mazda,AXELA,2006.0,Blue,2022-01-15,Taranaki,"127,300",17.55,Standard
810,Stationwagon,Toyota,SURF,1995.0,Red,2022-01-15,Canterbury,"655,000",14.72,Standard
2577,Hatchback,Nissan,TIIDA,2005.0,Blue,2022-01-15,Auckland,"1,695,200",343.09,Standard
3079,Stationwagon,Subaru,LEGACY,2002.0,Silver,2022-01-15,Auckland,"1,695,200",343.09,Standard
1252,Roadbike,KTM,200,2020.0,White,2022-01-15,Auckland,"1,695,200",343.09,Standard
2215,Saloon,Holden,CRUZE,2010.0,Blue,2022-01-15,Auckland,"1,695,200",343.09,Standard
2326,Saloon,Mazda,ATENZA,2003.0,Silver,2022-01-15,Manawatū-Whanganui,"258,200",11.62,Standard
2748,Stationwagon,Nissan,LAFESTA,2006.0,White,2022-01-15,Gisborne,"52,100",6.21,Standard
1571,Saloon,Nissan,CEFIRO,1995.0,Silver,2022-01-15,Canterbury,"655,000",14.72,Standard
3251,Trailer,Trailer,ACE,2008.0,Silver,2022-01-15,Auckland,"1,695,200",343.09,Standard
1507,Saloon,Honda,TORNEO,1998.0,Blue,2022-01-15,Gisborne,"52,100",6.21,Standard
2843,Hatchback,Volkswagen,POLO,2003.0,Red,2022-01-15,Auckland,"1,695,200",343.09,Standard
2313,Trailer,Trailer,BRIFORD 8X4 1000KG,2006.0,Blue,2022-01-15,Otago,"246,000",7.89,Standard
1069,Stationwagon,Nissan,TERRANO,1999.0,White,2022-01-15,Northland,"201,500",16.11,Standard
4437,Trailer,Trailer,TANDAM,2014.0,Black,2022-01-15,Auckland,"1,695,200",343.09,Standard
2233,Stationwagon,Mitsubishi,LANCER,2004.0,White,2022-01-15,Northland,"201,500",16.11,Standard
2686,Stationwagon,Honda,STREAM,2004.0,Black,2022-01-15,Taranaki,"127,300",17.55,Standard
3317,Saloon,BMW,320I,2006.0,Black,2022-01-15,Auckland,"1,695,200",343.09,Luxury
2171,Stationwagon,Toyota,ESTIMA,2003.0,Silver,2022-01-15,Waikato,"513,800",21.5,Standard
2440,Sports Car,Audi,RS5,2011.0,Grey,2022-01-16,Auckland,"1,695,200",343.09,Standard
112,Roadbike,Harley Davidson,FXSTDI,2004.0,Red,2022-01-16,Auckland,"1,695,200",343.09,Standard
1317,Roadbike,Honda,XR,2021.0,Red,2022-01-16,Auckland,"1,695,200",343.09,Standard
4364,Boat Trailer,DMW,PREMIER 430,2013.0,Grey,2022-01-16,Waikato,"513,800",21.5,Standard
3161,Saloon,Ford,FALCON,2007.0,Grey,2022-01-16,Auckland,"1,695,200",343.09,Standard
2309,Boat Trailer,Trailer,FOURWINNS,2005.0,Black,2022-01-16,Auckland,"1,695,200",343.09,Standard
2083,Stationwagon,Mazda,TRIBUTE,2001.0,Silver,2022-01-16,Canterbury,"655,000",14.72,Standard
548,Trailer,Trailer,DOMESTIC,2018.0,Black,2022-01-16,Auckland,"1,695,200",343.09,Standard
2773,Stationwagon,Nissan,PRESAGE,2005.0,Silver,2022-01-16,Canterbury,"655,000",14.72,Standard
3260,Saloon,BMW,520I,2004.0,White,2022-01-16,Auckland,"1,695,200",343.09,Luxury
3971,Hatchback,MG,3,2021.0,Yellow,2022-01-16,Auckland,"1,695,200",343.09,Standard
1116,Saloon,Holden,VX COMMODORE,2001.0,Red,2022-01-16,Hawke's Bay,"182,700",12.92,Standard
2419,Hatchback,Mazda,DEMIO,2004.0,Blue,2022-01-16,Waikato,"513,800",21.5,Standard
420,Trailer - Heavy,Homebuilt,HOMEMADE,1987.0,Green,2022-01-16,Canterbury,"655,000",14.72,Standard
3774,Hatchback,Mazda,DEMIO,2004.0,Blue,2022-01-16,Auckland,"1,695,200",343.09,Standard
732,Utility,Ford,COURIER,2001.0,White,2022-01-16,Gisborne,"52,100",6.21,Standard
329,Trailer,Trailer,DOMESTIC TRAILER,1996.0,Grey,2022-01-16,Gisborne,"52,100",6.21,Standard
2951,Mobile Home - Light,Bedford,J2S,1980.0,White,2022-01-16,Nelson,"54,500",129.15,Standard
691,Roadbike,Honda,NSC,2014.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
1722,Saloon,Mazda,MAZDA6,2006.0,Silver,2022-01-17,Auckland,"1,695,200",343.09,Standard
38,Trailer,Trailer,TRAYLA,2018.0,Silver,2022-01-17,Wellington,"543,500",67.52,Standard
2737,Utility,Toyota,HILUX,2014.0,Black,2022-01-17,Bay of Plenty,"347,700",28.8,Standard
3247,Trailer,Trailer,HOMEMADE,2008.0,Silver,2022-01-17,Nelson,"54,500",129.15,Standard
4304,Other Truck,Nissan Diesel,MK205,1998.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
4389,Utility,Toyota,HILUX,1998.0,Green,2022-01-17,Wellington,"543,500",67.52,Standard
3384,Saloon,Ford,FALCON,2006.0,Silver,2022-01-17,Canterbury,"655,000",14.72,Standard
1845,Stationwagon,Toyota,HILUX,1997.0,Green,2022-01-17,Canterbury,"655,000",14.72,Standard
2355,Hatchback,Honda,CIVIC,2000.0,Blue,2022-01-17,Auckland,"1,695,200",343.09,Standard
1576,Hatchback,Holden,BARINA,2004.0,Silver,2022-01-17,Waikato,"513,800",21.5,Standard
4066,Trailer,Trailer,8X5 ELITE TANDEM,2011.0,Silver,2022-01-17,Nelson,"54,500",129.15,Standard
3777,Utility,Toyota,HILUX,1999.0,White,2022-01-17,Bay of Plenty,"347,700",28.8,Standard
4037,Mobile Home - Light,Ford,TRANSIT,1998.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
2990,Stationwagon,Nissan,AD,2009.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
2455,Utility,Ford,RANGER,2012.0,Grey,2022-01-17,Auckland,"1,695,200",343.09,Standard
1005,Moped,Moped,ZNEN,2017.0,Black,2022-01-17,Auckland,"1,695,200",343.09,Standard
4248,Trailer,Trailer,HOMEBUILT,2013.0,Pink,2022-01-17,Canterbury,"655,000",14.72,Standard
617,Caravan,Factory Built,CRESTA CRAFT XRP,1973.0,White,2022-01-17,Nelson,"54,500",129.15,Standard
285,Trailer - Heavy,Briford,OTHER COMMERCIAL TRA,2016.0,Silver,2022-01-17,Waikato,"513,800",21.5,Standard
2959,Stationwagon,Toyota,AVENSIS,2004.0,Silver,2022-01-17,Auckland,"1,695,200",343.09,Standard
3907,Stationwagon,Subaru,IMPREZA,1996.0,Silver,2022-01-17,Canterbury,"655,000",14.72,Standard
963,Moped,Honda,APE,2002.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
2614,Cab and Chassis Only,Isuzu,NQR,2007.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
223,Trailer - Heavy,Trailer,FURN,2016.0,White,2022-01-17,Bay of Plenty,"347,700",28.8,Standard
241,Roadbike,Suzuki,VL800,2007.0,Black,2022-01-17,Auckland,"1,695,200",343.09,Standard
2753,Stationwagon,Mitsubishi,PAJERO,1995.0,White,2022-01-17,Auckland,"1,695,200",343.09,Standard
2376,Utility,Holden,COLORADO,2009.0,White,2022-01-17,Waikato,"513,800",21.5,Standard
1701,Utility,Ford,COURIER,2006.0,White,2022-01-17,Gisborne,"52,100",6.21,Standard
2430,Hatchback,Volkswagen,GOLF,2003.0,Black,2022-01-17,Nelson,"54,500",129.15,Standard
2379,Stationwagon,Toyota,IPSUM,2003.0,Silver,2022-01-18,Wellington,"543,500",67.52,Standard
2618,Stationwagon,Mitsubishi,OUTLANDER,2006.0,White,2022-01-18,Waikato,"513,800",21.5,Standard
851,Moped,TNT Motor,ROMA,2018.0,Black,2022-01-18,Auckland,"1,695,200",343.09,Standard
3770,Hatchback,Suzuki,SWIFT,2009.0,Grey,2022-01-18,Northland,"201,500",16.11,Standard
471,Trailer,Briford,TRAILER 8X4,2017.0,Silver,2022-01-18,Waikato,"513,800",21.5,Standard
1007,Roadbike,Yamaha,YZF,2017.0,Black,2022-01-18,Auckland,"1,695,200",343.09,Standard
2749,Stationwagon,Volkswagen,GOLF,2003.0,Silver,2022-01-18,Northland,"201,500",16.11,Standard
1299,Roadbike,KTM,990,2006.0,Black,2022-01-18,Wellington,"543,500",67.52,Standard
2612,Light Van,Ford,TRANSIT,2008.0,White,2022-01-18,Auckland,"1,695,200",343.09,Standard
1078,Saloon,Nissan,SUNNY,1996.0,Blue,2022-01-18,Canterbury,"655,000",14.72,Standard
3091,Light Van,Toyota,HIACE,1993.0,Grey,2022-01-18,Canterbury,"655,000",14.72,Standard
500,Trailer - Heavy,Trailer,BRENT SMITH TB1,2021.0,Silver,2022-01-18,Auckland,"1,695,200",343.09,Standard
611,Trailer,Trailer,BRIAN JAMES A4,2018.0,Silver,2022-01-18,Auckland,"1,695,200",343.09,Standard
4205,Trailer,Briford,9X4 TANDEM,2012.0,Silver,2022-01-18,Canterbury,"655,000",14.72,Standard
3021,Utility,Ford,COURIER,2002.0,Silver,2022-01-18,Waikato,"513,800",21.5,Standard
602,Trailer,Briford,8X4 TANDEM,2018.0,Silver,2022-01-18,Canterbury,"655,000",14.72,Standard
1393,Saloon,Ford,FALCON,2004.0,Green,2022-01-18,Bay of Plenty,"347,700",28.8,Standard
461,Boat Trailer,Trailer,MAKZ,2020.0,Silver,2022-01-18,Wellington,"543,500",67.52,Standard
2581,Trailer,Kea,K85SAT,2006.0,Silver,2022-01-18,Auckland,"1,695,200",343.09,Standard
3031,Stationwagon,Toyota,ISIS,2006.0,Blue,2022-01-18,Auckland,"1,695,200",343.09,Standard
1240,Moped,Vespa,PRIMAVERA,2019.0,Black,2022-01-18,Auckland,"1,695,200",343.09,Standard
83,Trailer - Heavy,Trailer,TANK,1998.0,White,2022-01-18,Bay of Plenty,"347,700",28.8,Standard
1531,Utility,Ford,COURIER,2005.0,White,2022-01-18,Waikato,"513,800",21.5,Standard
3794,Saloon,Holden,COMMODORE,2013.0,White,2022-01-18,Bay of Plenty,"347,700",28.8,Standard
493,Boat Trailer,Trailer,BOAT TRAILER,1990.0,White,2022-01-18,Auckland,"1,695,200",343.09,Standard
1475,Stationwagon,Toyota,HILUX,1994.0,Blue,2022-01-18,Canterbury,"655,000",14.72,Standard
1959,Utility,Ford,COURIER,2005.0,Blue,2022-01-18,Manawatū-Whanganui,"258,200",11.62,Standard
3426,Hatchback,Toyota,COROLLA,2018.0,Silver,2022-01-18,Auckland,"1,695,200",343.09,Standard
2050,Stationwagon,Nissan,PRIMERA,2001.0,Silver,2022-01-18,Bay of Plenty,"347,700",28.8,Standard
2238,Stationwagon,Nissan,PRESAGE,2005.0,Red,2022-01-19,Bay of Plenty,"347,700",28.8,Standard
4327,Stationwagon,Daihatsu,RUGGER,1991.0,Black,2022-01-19,Waikato,"513,800",21.5,Standard
2301,Saloon,Toyota,AURION,2007.0,Red,2022-01-19,Waikato,"513,800",21.5,Standard
731,Stationwagon,Subaru,IMPREZA,1995.0,Red,2022-01-19,Auckland,"1,695,200",343.09,Standard
2958,Saloon,Nissan,FUGA,2005.0,Black,2022-01-19,Auckland,"1,695,200",343.09,Standard
3497,Stationwagon,BMW,X3,2006.0,Black,2022-01-19,Auckland,"1,695,200",343.09,Luxury
2144,Hatchback,Toyota,VITZ,2004.0,White,2022-01-19,Auckland,"1,695,200",343.09,Standard
1920,Stationwagon,Subaru,LEGACY,2008.0,Black,2022-01-19,Auckland,"1,695,200",343.09,Standard
3984,Boat Trailer,Trailer,LOCAL,1981.0,Grey,2022-01-19,Waikato,"513,800",21.5,Standard
4137,Utility,Nissan,SAFARI,1989.0,Black,2022-01-19,Otago,"246,000",7.89,Standard
1045,Saloon,Toyota,TRUENO,1996.0,Blue,2022-01-19,Otago,"246,000",7.89,Standard
661,Moped,TNT Motor,ROMA,2015.0,Black,2022-01-19,Auckland,"1,695,200",343.09,Standard
1865,Sports Car,Toyota,CYNOS,1998.0,Silver,2022-01-19,Bay of Plenty,"347,700",28.8,Standard
87,Trailer,Trailer,HELMACK 8X5,2015.0,Silver,2022-01-19,Canterbury,"655,000",14.72,Standard
361,Roadbike,Suzuki,GSX650F,2009.0,Blue,2022-01-19,Waikato,"513,800",21.5,Standard
2862,Stationwagon,Honda,CRV,2004.0,Silver,2022-01-19,Northland,"201,500",16.11,Standard
598,Trailer,Trailer,DOLLY,2015.0,Black,2022-01-19,Waikato,"513,800",21.5,Standard
2004,Saloon,Toyota,CORONA,2004.0,Silver,2022-01-19,Canterbury,"655,000",14.72,Standard
191,Trailer,Trailer,DIAMOND,2019.0,Silver,2022-01-19,Hawke's Bay,"182,700",12.92,Standard
701,Moped,Yamaha,YW50,2013.0,Black,2022-01-19,Auckland,"1,695,200",343.09,Standard
2928,Convertible,BMW,Z4,2006.0,Silver,2022-01-19,Auckland,"1,695,200",343.09,Luxury
1172,Stationwagon,Toyota,CALDINA,1996.0,Green,2022-01-19,Manawatū-Whanganui,"258,200",11.62,Standard
91,Trailer,Trailer,HOMEBUILT,1990.0,Blue,2022-01-20,Bay of Plenty,"347,700",28.8,Standard
328,Roadbike,Suzuki,GN125H,2008.0,Red,2022-01-20,Nelson,"54,500",129.15,Standard
1733,Hatchback,Mazda,FAMILIA,1999.0,Green,2022-01-20,Auckland,"1,695,200",343.09,Standard
2123,Stationwagon,Ford,FIESTA,2005.0,Silver,2022-01-20,Auckland,"1,695,200",343.09,Standard
130,Trailer,Trailer,ROADCHIEF,2019.0,Grey,2022-01-20,Northland,"201,500",16.11,Standard
3686,Saloon,Nissan,SKYLINE,2007.0,Black,2022-01-20,Auckland,"1,695,200",343.09,Standard
2940,Stationwagon,Subaru,IMPREZA,1995.0,Silver,2022-01-20,Taranaki,"127,300",17.55,Standard
1888,Stationwagon,Toyota,IPSUM,1997.0,Blue,2022-01-20,Southland,"102,400",3.28,Standard
2894,Stationwagon,Mazda,MPV,2005.0,Black,2022-01-20,Waikato,"513,800",21.5,Standard
639,Moped,Piaggio,ZIP,2013.0,Black,2022-01-20,Wellington,"543,500",67.52,Standard
782,Stationwagon,Nissan,SAFARI,1992.0,Gold,2022-01-20,Auckland,"1,695,200",343.09,Standard
590,Trailer,Trailer,HOMEMADE,1993.0,Grey,2022-01-20,Canterbury,"655,000",14.72,Standard
2682,Hatchback,Toyota,VITZ,2006.0,White,2022-01-20,Auckland,"1,695,200",343.09,Standard
50,Trailer,Trailer,M J TANDEM AXLE,2021.0,Silver,2022-01-20,Canterbury,"655,000",14.72,Standard
3253,Trailer,Trailer,DOMESTIC,2008.0,Silver,2022-01-20,Bay of Plenty,"347,700",28.8,Standard
482,Boat Trailer,Yamaha,RED RUNNER H/B,2017.0,Silver,2022-01-20,Auckland,"1,695,200",343.09,Standard
4224,Heavy Van,Mitsubishi,L300,1996.0,Green,2022-01-20,Canterbury,"655,000",14.72,Standard
2011,Hatchback,Suzuki,SWIFT,2005.0,White,2022-01-20,Auckland,"1,695,200",343.09,Standard
1754,Saloon,Honda,CIVIC,1999.0,Blue,2022-01-20,Bay of Plenty,"347,700",28.8,Standard
1341,Saloon,Subaru,LEGACY,1998.0,Black,2022-01-20,Hawke's Bay,"182,700",12.92,Standard
